OrderID,OrderDate,OrderTime,CustomerID,CustomerName,DishID,DishName,Category,Quantity,Price,Revenue,CostPrice,Profit,Feedback
O01948,12-08-2024,10:45,C0108,Arman Azam,R52,Bhindi Masala,Vegetarian,1,? 240.00, ? 240.00 , ? 175.00 ,? 65.00,The Bhindi Masala was bland and needed more seasoning.
O01949,12-08-2024,17:15,C0244,Arahan Raes,R85,Veg Momos,Starter,5,? 180.00, ? 900.00 , ? 138.00 ,? 210.00,The Veg Momos was a fantastic start to our meal! Perfectly crispy.
O01950,12-08-2024,15:45,C0025,Aasifa Khan,R61,Vegetable Korma,Vegetarian,2,? 320.00, ? 640.00 , ? 243.00 ,? 154.00,The Vegetable Korma is a great choice for vegetarians. Hearty and full of flavor.
O01951,12-08-2024,18:45,C0084,Imran Momin,R57,Chicken Tikka Masala,Non-Veg Main,4,? 480.00," ? 1,920.00 ", ? 373.00 ,? 428.00,A truly authentic and flavorful Chicken Tikka Masala. It was very satisfying.
O01952,12-08-2024,10:45,C0207,Imran Khan,R132,Garlic Naan,Breads,3,? 70.00, ? 210.00 , ? 54.00 ,? 48.00,The Garlic Naan could have been better.
O01953,13-08-2024,16:00,C0204,Aasifa Faruqi,R131,Butter Naan,Breads,2,? 60.00, ? 120.00 , ? 45.00 ,? 30.00,The Butter Naan was fine.
O01954,13-08-2024,10:30,C0234,Moh Saad Faruqi,R117,Vada Pav,Snack,1,? 120.00, ? 120.00 , ? 91.00 ,? 29.00,The Vada Pav was excellent. Really enjoyed the meal.
O01955,13-08-2024,13:45,C0018,Sher Shikalkar,R68,Chicken Manchurian,Starter,2,? 280.00, ? 560.00 , ? 205.00 ,? 150.00,The Chicken Manchurian was a fantastic start to our meal! Perfectly crispy.
O01956,13-08-2024,21:15,C0148,Aakib Momin,R26,Pasta Alfredo,Continental,2,? 320.00, ? 640.00 , ? 249.00 ,? 142.00,The Pasta Alfredo was excellent. Really enjoyed the meal.
O01957,13-08-2024,17:45,C0034,Anis Raes,R5,Mutton Biryani,Rice Meal,4,? 490.00," ? 1,960.00 ", ? 350.00 ,? 560.00,The Mutton Biryani was excellent. Really enjoyed the meal.
O01958,13-08-2024,22:00,C0121,Rihan Mujawar,R166,Smoked Chicken Sub,Snacks,2,? 160.00, ? 320.00 , ? 112.00 ,? 96.00,The Smoked Chicken Sub could have been better.
O01959,13-08-2024,16:15,C0318,Shahrukh Ali,R154,Egg Mayo Sandwich,Snacks,1,? 85.00, ? 85.00 , ? 66.00 ,? 19.00,Great food! The Egg Mayo Sandwich was delicious and well-prepared.
O01960,13-08-2024,10:30,C0009,Shamsher Khan,R43,Idli Sambar,Vegetarian,5,? 160.00, ? 800.00 , ? 119.00 ,? 205.00,Loved the Idli Sambar! It was a delightful and well-prepared vegetarian meal.
O01961,13-08-2024,22:45,C0114,Imran Faruqi,R133,Club Sandwich,Sandwiches,1,? 160.00, ? 160.00 , ? 119.00 ,? 41.00,The Club Sandwich was fine.
O01962,13-08-2024,18:30,C0046,Nikhat Taimoor,R159,Falafel Wrap,Snacks,4,? 130.00, ? 520.00 , ? 102.00 ,? 112.00,Great food! The Falafel Wrap was delicious and well-prepared.
O01963,13-08-2024,17:45,C0219,Isharat Nadaf,R164,Mutton Seekh Kebab Roll,Snacks,1,? 170.00, ? 170.00 , ? 132.00 ,? 38.00,The Mutton Seekh Kebab Roll was excellent. Really enjoyed the meal.
O01964,13-08-2024,11:15,C0321,Aasifa Khan,R151,Veg Frankie Roll,Snacks,5,? 80.00, ? 400.00 , ? 62.00 ,? 90.00,Great food! The Veg Frankie Roll was delicious and well-prepared.
O01965,14-08-2024,17:00,C0326,Aman Sayyad,R132,Garlic Naan,Breads,4,? 70.00, ? 280.00 , ? 54.00 ,? 64.00,A satisfying meal. The Garlic Naan was a good choice.
O01966,14-08-2024,22:15,C0061,Shamsher Raes,R19,Chicken Hakka Noodles,Rice & Noodles,2,? 260.00, ? 520.00 , ? 193.00 ,? 134.00,The Chicken Hakka Noodles was not what I expected.
O01967,14-08-2024,15:30,C0172,Ayeza Shaikh,R12,Veggie Burger,Burger,3,? 250.00, ? 750.00 , ? 199.00 ,? 153.00,Great food! The Veggie Burger was delicious and well-prepared.
O01968,14-08-2024,11:00,C0098,Shahrukh Malik,R145,Chicken Shawarma,Street Food,1,? 170.00, ? 170.00 , ? 131.00 ,? 39.00,I was not a fan of the Chicken Shawarma.
O01969,14-08-2024,12:00,C0100,Aman Momin,R85,Veg Momos,Starter,2,? 180.00, ? 360.00 , ? 138.00 ,? 84.00,It was an average Veg Momos.
O01970,14-08-2024,12:30,C0228,Isharat Momin,R148,Egg Sandwich,Sandwiches,4,? 110.00, ? 440.00 , ? 80.00 ,? 120.00,The Egg Sandwich met my expectations.
O01971,14-08-2024,12:45,C0012,Abdul Rahim Malik,R131,Butter Naan,Breads,2,? 60.00, ? 120.00 , ? 45.00 ,? 30.00,The Butter Naan was not what I expected.
O01972,14-08-2024,18:30,C0060,Nikhat Khan,R87,Paneer Momos,Starter,3,? 200.00, ? 600.00 , ? 155.00 ,? 135.00,It was an average Paneer Momos.
O01973,14-08-2024,19:15,C0062,Ayeza Nadaf,R67,Veg Manchurian,Starter,3,? 240.00, ? 720.00 , ? 169.00 ,? 213.00,The Veg Manchurian was a bit too oily for my liking.
O01974,14-08-2024,15:00,C0290,Isharat Raes,R60,Egg Biryani,Rice & Noodles,5,? 340.00," ? 1,700.00 ", ? 268.00 ,? 360.00,The Egg Biryani was fine.
O01975,14-08-2024,12:30,C0203,Isharat Sayyad,R67,Veg Manchurian,Starter,3,? 240.00, ? 720.00 , ? 169.00 ,? 213.00,The Veg Manchurian was simply delicious and fresh. Highly recommended!
O01976,15-08-2024,15:00,C0247,Shahrukh Sayyad,R75,Schezwan Fried Rice,Rice & Noodles,5,? 220.00," ? 1,100.00 ", ? 160.00 ,? 300.00,The Schezwan Fried Rice was excellent. Really enjoyed the meal.
O01977,15-08-2024,17:15,C0101,Aariz Malik,R142,Paneer Burger,Fast Food,3,? 140.00, ? 420.00 , ? 110.00 ,? 90.00,I was not a fan of the Paneer Burger.
O01978,15-08-2024,19:30,C0052,Shahrukh Sayyad,R105,Malai Kofta,Main Course,2,? 340.00, ? 680.00 , ? 249.00 ,? 182.00,Great food! The Malai Kofta was delicious and well-prepared.
O01979,15-08-2024,17:45,C0289,Aasin Malik,R83,Veg Clear Soup,Starter,1,? 120.00, ? 120.00 , ? 84.00 ,? 36.00,Absolutely loved the Veg Clear Soup! It was the perfect appetizer to get us started.
O01980,15-08-2024,14:45,C0052,Shahrukh Sayyad,R103,Fish Curry (Goan),Main Course,4,? 380.00," ? 1,520.00 ", ? 289.00 ,? 364.00,Great food! The Fish Curry (Goan) was delicious and well-prepared.
O01981,15-08-2024,16:15,C0261,Kaif Shaikh,R128,Matar Paneer,Main Course,1,? 340.00, ? 340.00 , ? 263.00 ,? 77.00,The Matar Paneer was excellent. Really enjoyed the meal.
O01982,15-08-2024,18:30,C0136,Anis Taimoor,R54,Aloo Gobi,Vegetarian,3,? 220.00, ? 660.00 , ? 166.00 ,? 162.00,Loved the Aloo Gobi! It was a delightful and well-prepared vegetarian meal.
O01983,15-08-2024,14:45,C0249,Aasiya Mujawar,R149,Paneer Parantha,Breads,2,? 90.00, ? 180.00 , ? 64.00 ,? 52.00,A satisfying meal. The Paneer Parantha was a good choice.
O01984,15-08-2024,15:45,C0278,Sultan Shikalkar,R7,Butter Chicken,Meat Special,3,? 495.00," ? 1,485.00 ", ? 349.00 ,? 438.00,Great food! The Butter Chicken was delicious and well-prepared.
O01985,16-08-2024,22:30,C0187,Aasin Nadaf,R24,Samosa,Starter,2,? 100.00, ? 200.00 , ? 73.00 ,? 54.00,The Samosa was cold when it arrived at our table.
O01986,16-08-2024,12:15,C0036,Sher Shikalkar,R131,Butter Naan,Breads,2,? 60.00, ? 120.00 , ? 45.00 ,? 30.00,The Butter Naan met my expectations.
O01987,16-08-2024,21:30,C0320,Sultan Momin,R25,Spring Rolls,Starter,2,? 220.00, ? 440.00 , ? 164.00 ,? 112.00,The Spring Rolls was a fantastic start to our meal! Perfectly crispy.
O01988,16-08-2024,17:00,C0217,Nikhat Mujawar,R163,Corn & Cheese Sandwich,Snacks,5,? 90.00, ? 450.00 , ? 66.00 ,? 120.00,It was an average Corn & Cheese Sandwich.
O01989,16-08-2024,20:30,C0239,Arman Momin,R17,French Fries,Starter,3,? 120.00, ? 360.00 , ? 87.00 ,? 99.00,"The French Fries was decent, but nothing special."
O01990,16-08-2024,13:00,C0044,Shamsher Mujawar,R32,Mutton Rogan Josh,Non-Veg Main,1,? 520.00, ? 520.00 , ? 395.00 ,? 125.00,The Mutton Rogan Josh was satisfactory.
O01991,16-08-2024,22:30,C0301,Sher Taimoor,R56,Tandoori Chicken,Non-Veg Main,3,? 460.00," ? 1,380.00 ", ? 366.00 ,? 282.00,The Tandoori Chicken was cooked to perfection. The spices were spot on!
O01992,16-08-2024,22:30,C0300,Dua Azam,R152,Chicken Kathi Roll,Snacks,4,? 120.00, ? 480.00 , ? 91.00 ,? 116.00,Great food! The Chicken Kathi Roll was delicious and well-prepared.
O01993,16-08-2024,17:30,C0216,Sultan Khan,R63,Prawn Masala,Non-Veg Main,2,? 460.00, ? 920.00 , ? 326.00 ,? 268.00,The Prawn Masala was cooked to perfection. The spices were spot on!
O01994,16-08-2024,19:00,C0112,Shahrukh Sayyad,R48,Egg Curry,Non-Veg Main,5,? 280.00," ? 1,400.00 ", ? 203.00 ,? 385.00,A truly authentic and flavorful Egg Curry. It was very satisfying.
O01995,17-08-2024,19:00,C0264,Abdul Rahim Mujawar,R155,Tuna Melt Sandwich,Snacks,1,? 140.00, ? 140.00 , ? 100.00 ,? 40.00,The Tuna Melt Sandwich was fine.
O01996,17-08-2024,22:30,C0136,Anis Taimoor,R28,Caesar Salad,Salad,4,? 280.00," ? 1,120.00 ", ? 210.00 ,? 280.00,The Caesar Salad was excellent. Really enjoyed the meal.
O01997,17-08-2024,16:45,C0003,Danish Malik,R56,Tandoori Chicken,Non-Veg Main,3,? 460.00," ? 1,380.00 ", ? 366.00 ,? 282.00,The Tandoori Chicken was cooked to perfection. The spices were spot on!
O01998,17-08-2024,19:00,C0105,Aakib Nadaf,R87,Paneer Momos,Starter,3,? 200.00, ? 600.00 , ? 155.00 ,? 135.00,The Paneer Momos was a fantastic start to our meal! Perfectly crispy.
O01999,17-08-2024,17:00,C0238,Aakib Malik,R133,Club Sandwich,Sandwiches,1,? 160.00, ? 160.00 , ? 119.00 ,? 41.00,The Club Sandwich could have been better.
O02000,17-08-2024,20:30,C0188,Sher Raes,R78,Chicken Schezwan Noodles,Rice & Noodles,4,? 280.00," ? 1,120.00 ", ? 218.00 ,? 248.00,It was an average Chicken Schezwan Noodles.
O02001,17-08-2024,16:45,C0256,Arman Faruqi,R90,Tandoori Momos,Starter,5,? 260.00," ? 1,300.00 ", ? 185.00 ,? 375.00,The Tandoori Momos was a fantastic start to our meal! Perfectly crispy.
O02002,17-08-2024,19:45,C0301,Sher Taimoor,R56,Tandoori Chicken,Non-Veg Main,4,? 460.00," ? 1,840.00 ", ? 366.00 ,? 376.00,The Tandoori Chicken was alright. It was cooked well but the flavor was average.
O02003,17-08-2024,17:30,C0188,Sher Raes,R112,Non-Veg Thali,Meal Combo,1,? 440.00, ? 440.00 , ? 322.00 ,? 118.00,It was an average Non-Veg Thali.
O02004,18-08-2024,18:15,C0264,Abdul Rahim Mujawar,R136,Chicken Kathi Roll,Street Food,1,? 160.00, ? 160.00 , ? 112.00 ,? 48.00,A satisfying meal. The Chicken Kathi Roll was a good choice.
O02005,18-08-2024,20:00,C0261,Kaif Shaikh,R120,Pani Puri,Snack,1,? 100.00, ? 100.00 , ? 74.00 ,? 26.00,The Pani Puri was excellent. Really enjoyed the meal.
O02006,18-08-2024,16:15,C0067,Sultan Ali,R138,Veggie Sub,Sandwiches,2,? 150.00, ? 300.00 , ? 105.00 ,? 90.00,Great food! The Veggie Sub was delicious and well-prepared.
O02007,18-08-2024,10:00,C0164,Aakib Malik,R13,Gulab Jamun,Dessert,4,? 150.00, ? 600.00 , ? 117.00 ,? 132.00,The Gulab Jamun met my expectations.
O02008,18-08-2024,22:00,C0274,Moh Saad Sayyad,R83,Veg Clear Soup,Starter,3,? 120.00, ? 360.00 , ? 84.00 ,? 108.00,The Veg Clear Soup was simply delicious and fresh. Highly recommended!
O02009,18-08-2024,10:15,C0215,Ayeza Faruqi,R145,Chicken Shawarma,Street Food,3,? 170.00, ? 510.00 , ? 131.00 ,? 117.00,The Chicken Shawarma was not what I expected.
O02010,18-08-2024,22:15,C0302,Shamsher Ali,R46,Onion Uttapam,Vegetarian,1,? 160.00, ? 160.00 , ? 112.00 ,? 48.00,A wholesome and delicious Onion Uttapam. The vegetables were so fresh!
O02011,18-08-2024,21:15,C0073,Moh Saad Taimoor,R112,Non-Veg Thali,Meal Combo,2,? 440.00, ? 880.00 , ? 322.00 ,? 236.00,A satisfying meal. The Non-Veg Thali was a good choice.
O02012,18-08-2024,20:00,C0326,Aman Sayyad,R25,Spring Rolls,Starter,2,? 220.00, ? 440.00 , ? 164.00 ,? 112.00,Absolutely loved the Spring Rolls! It was the perfect appetizer to get us started.
O02013,19-08-2024,17:30,C0323,Wahaj Ali,R18,Veg Hakka Noodles,Rice & Noodles,2,? 220.00, ? 440.00 , ? 165.00 ,? 110.00,The Veg Hakka Noodles was not what I expected.
O02014,19-08-2024,10:45,C0157,Arahan Azam,R13,Gulab Jamun,Dessert,2,? 150.00, ? 300.00 , ? 117.00 ,? 66.00,Great food! The Gulab Jamun was delicious and well-prepared.
O02015,19-08-2024,12:15,C0274,Moh Saad Sayyad,R137,Veg Wrap,Sandwiches,5,? 130.00, ? 650.00 , ? 92.00 ,? 190.00,The Veg Wrap was not what I expected.
O02016,19-08-2024,19:15,C0121,Rihan Mujawar,R54,Aloo Gobi,Vegetarian,1,? 220.00, ? 220.00 , ? 166.00 ,? 54.00,A wholesome and delicious Aloo Gobi. The vegetables were so fresh!
O02017,19-08-2024,10:30,C0098,Shahrukh Malik,R163,Corn & Cheese Sandwich,Snacks,4,? 90.00, ? 360.00 , ? 66.00 ,? 96.00,The Corn & Cheese Sandwich was excellent. Really enjoyed the meal.
O02018,19-08-2024,14:00,C0036,Sher Shikalkar,R52,Bhindi Masala,Vegetarian,4,? 240.00, ? 960.00 , ? 175.00 ,? 260.00,The Bhindi Masala is a great choice for vegetarians. Hearty and full of flavor.
O02019,19-08-2024,17:15,C0127,Dua Taimoor,R36,Chole Bhature,Vegetarian,4,? 280.00," ? 1,120.00 ", ? 223.00 ,? 228.00,Loved the Chole Bhature! It was a delightful and well-prepared vegetarian meal.
O02020,19-08-2024,11:00,C0324,Aasifa Faruqi,R143,Chicken Burger,Fast Food,5,? 160.00, ? 800.00 , ? 115.00 ,? 225.00,Great food! The Chicken Burger was delicious and well-prepared.
O02021,19-08-2024,12:45,C0268,Ayeza Azam,R72,Chicken Spring Rolls,Starter,1,? 260.00, ? 260.00 , ? 189.00 ,? 71.00,The Chicken Spring Rolls was simply delicious and fresh. Highly recommended!
O02022,20-08-2024,13:45,C0269,Aakib Nadaf,R11,Margherita Pizza,Pizza,5,? 330.00," ? 1,650.00 ", ? 231.00 ,? 495.00,A satisfying meal. The Margherita Pizza was a good choice.
O02023,20-08-2024,13:45,C0194,Isharat Momin,R68,Chicken Manchurian,Starter,3,? 280.00, ? 840.00 , ? 205.00 ,? 225.00,The Chicken Manchurian was simply delicious and fresh. Highly recommended!
O02024,20-08-2024,20:00,C0169,Anis Taimoor,R136,Chicken Kathi Roll,Street Food,4,? 160.00, ? 640.00 , ? 112.00 ,? 192.00,It was an average Chicken Kathi Roll.
O02025,20-08-2024,18:30,C0218,Danish Khan,R132,Garlic Naan,Breads,4,? 70.00, ? 280.00 , ? 54.00 ,? 64.00,A satisfying meal. The Garlic Naan was a good choice.
O02026,20-08-2024,19:45,C0242,Arahan Mujawar,R5,Mutton Biryani,Rice Meal,3,? 490.00," ? 1,470.00 ", ? 350.00 ,? 420.00,It was an average Mutton Biryani.
O02027,20-08-2024,13:30,C0233,Moh Saad Nadaf,R167,Veggie Delight Sub,Snacks,1,? 120.00, ? 120.00 , ? 90.00 ,? 30.00,The Veggie Delight Sub could have been better.
O02028,20-08-2024,14:45,C0034,Anis Raes,R19,Chicken Hakka Noodles,Rice & Noodles,1,? 260.00, ? 260.00 , ? 193.00 ,? 67.00,Great food! The Chicken Hakka Noodles was delicious and well-prepared.
O02029,20-08-2024,15:45,C0263,Sher Raes,R149,Paneer Parantha,Breads,2,? 90.00, ? 180.00 , ? 64.00 ,? 52.00,Great food! The Paneer Parantha was delicious and well-prepared.
O02030,20-08-2024,14:15,C0223,Anis Sayyad,R78,Chicken Schezwan Noodles,Rice & Noodles,2,? 280.00, ? 560.00 , ? 218.00 ,? 124.00,The Chicken Schezwan Noodles was excellent. Really enjoyed the meal.
O02031,20-08-2024,11:30,C0057,Arman Azam,R150,Aloo Parantha,Breads,3,? 80.00, ? 240.00 , ? 63.00 ,? 51.00,It was an average Aloo Parantha.
O02032,21-08-2024,17:00,C0125,Danish Nadaf,R164,Mutton Seekh Kebab Roll,Snacks,5,? 170.00, ? 850.00 , ? 132.00 ,? 190.00,I was not a fan of the Mutton Seekh Kebab Roll.
O02033,21-08-2024,18:30,C0151,Aasifa Malik,R142,Paneer Burger,Fast Food,4,? 140.00, ? 560.00 , ? 110.00 ,? 120.00,I was not a fan of the Paneer Burger.
O02034,21-08-2024,19:45,C0119,Shahrukh Azam,R13,Gulab Jamun,Dessert,3,? 150.00, ? 450.00 , ? 117.00 ,? 99.00,The Gulab Jamun could have been better.
O02035,21-08-2024,14:45,C0285,Ayeza Raes,R52,Bhindi Masala,Vegetarian,1,? 240.00, ? 240.00 , ? 175.00 ,? 65.00,A wholesome and delicious Bhindi Masala. The vegetables were so fresh!
O02036,21-08-2024,16:45,C0018,Sher Shikalkar,R67,Veg Manchurian,Starter,3,? 240.00, ? 720.00 , ? 169.00 ,? 213.00,Absolutely loved the Veg Manchurian! It was the perfect appetizer to get us started.
O02037,21-08-2024,10:00,C0243,Imran Sayyad,R26,Pasta Alfredo,Continental,4,? 320.00," ? 1,280.00 ", ? 249.00 ,? 284.00,The Pasta Alfredo was excellent. Really enjoyed the meal.
O02038,21-08-2024,16:30,C0244,Arahan Raes,R33,Fish Curry,Non-Veg Main,5,? 400.00," ? 2,000.00 ", ? 286.00 ,? 570.00,The Fish Curry was the highlight of our meal. Absolutely delicious!
O02039,21-08-2024,19:15,C0318,Shahrukh Ali,R100,Biryani (Veg),Rice,2,? 320.00, ? 640.00 , ? 251.00 ,? 138.00,The Biryani (Veg) met my expectations.
O02040,21-08-2024,16:30,C0200,Aariz Taimoor,R62,Dal Makhani,Vegetarian,1,? 340.00, ? 340.00 , ? 269.00 ,? 71.00,The vegetables in the Dal Makhani seemed overcooked.
O02041,21-08-2024,12:00,C0149,Aariz Nadaf,R144,Paneer Shawarma,Street Food,3,? 150.00, ? 450.00 , ? 111.00 ,? 117.00,Great food! The Paneer Shawarma was delicious and well-prepared.
O02042,21-08-2024,22:45,C0080,Sher Khan,R111,Veg Thali,Meal Combo,3,? 360.00," ? 1,080.00 ", ? 263.00 ,? 291.00,A satisfying meal. The Veg Thali was a good choice.
O02043,21-08-2024,10:45,C0249,Aasiya Mujawar,R135,Paneer Kathi Roll,Street Food,2,? 140.00, ? 280.00 , ? 103.00 ,? 74.00,The Paneer Kathi Roll met my expectations.
O02044,21-08-2024,18:15,C0155,Imran Mujawar,R158,Cheese Garlic Bread,Breads,3,? 110.00, ? 330.00 , ? 85.00 ,? 75.00,A satisfying meal. The Cheese Garlic Bread was a good choice.
O02045,21-08-2024,16:45,C0161,Isharat Momin,R16,Ice Cream Sundae,Dessert,2,? 200.00, ? 400.00 , ? 143.00 ,? 114.00,A satisfying meal. The Ice Cream Sundae was a good choice.
O02046,21-08-2024,22:45,C0030,Sher Mujawar,R74,Chili Chicken,Starter,5,? 340.00," ? 1,700.00 ", ? 250.00 ,? 450.00,The Chili Chicken was a fantastic start to our meal! Perfectly crispy.
O02047,21-08-2024,10:15,C0020,Rihan Shikalkar,R103,Fish Curry (Goan),Main Course,3,? 380.00," ? 1,140.00 ", ? 289.00 ,? 273.00,The Fish Curry (Goan) could have been better.
O02048,21-08-2024,13:15,C0267,Moh Saad Faruqi,R16,Ice Cream Sundae,Dessert,3,? 200.00, ? 600.00 , ? 143.00 ,? 171.00,The Ice Cream Sundae met my expectations.
O02049,21-08-2024,20:15,C0147,Danish Khan,R166,Smoked Chicken Sub,Snacks,4,? 160.00, ? 640.00 , ? 112.00 ,? 192.00,A satisfying meal. The Smoked Chicken Sub was a good choice.
O02050,22-08-2024,16:00,C0224,Nikhat Mujawar,R166,Smoked Chicken Sub,Snacks,2,? 160.00, ? 320.00 , ? 112.00 ,? 96.00,I was not a fan of the Smoked Chicken Sub.
O02051,22-08-2024,13:30,C0007,Aman Taimoor,R18,Veg Hakka Noodles,Rice & Noodles,3,? 220.00, ? 660.00 , ? 165.00 ,? 165.00,I was not a fan of the Veg Hakka Noodles.
O02052,22-08-2024,19:00,C0310,Ayeza Faruqi,R16,Ice Cream Sundae,Dessert,2,? 200.00, ? 400.00 , ? 143.00 ,? 114.00,Great food! The Ice Cream Sundae was delicious and well-prepared.
O02053,22-08-2024,15:15,C0093,Aakib Raes,R162,BBQ Chicken Pizza Sandwich,Snacks,1,? 160.00, ? 160.00 , ? 115.00 ,? 45.00,Great food! The BBQ Chicken Pizza Sandwich was delicious and well-prepared.
O02054,22-08-2024,13:00,C0044,Shamsher Mujawar,R9,Palak Paneer,Vegetarian,5,? 360.00," ? 1,800.00 ", ? 273.00 ,? 435.00,A wholesome and delicious Palak Paneer. The vegetables were so fresh!
O02055,22-08-2024,14:45,C0016,Dua Khan,R134,Grilled Cheese Sandwich,Sandwiches,5,? 120.00, ? 600.00 , ? 90.00 ,? 150.00,The Grilled Cheese Sandwich was not what I expected.
O02056,23-08-2024,21:15,C0072,Kaif Taimoor,R23,Chicken Tikka,Starter,3,? 320.00, ? 960.00 , ? 233.00 ,? 261.00,The Chicken Tikka was simply delicious and fresh. Highly recommended!
O02057,23-08-2024,18:30,C0132,Sultan Momin,R48,Egg Curry,Non-Veg Main,4,? 280.00," ? 1,120.00 ", ? 203.00 ,? 308.00,The Egg Curry was too spicy for me to handle.
O02058,23-08-2024,18:15,C0001,Moh Saad Azam,R77,Veg Schezwan Noodles,Rice & Noodles,3,? 240.00, ? 720.00 , ? 171.00 ,? 207.00,Great food! The Veg Schezwan Noodles was delicious and well-prepared.
O02059,23-08-2024,18:00,C0208,Dua Momin,R154,Egg Mayo Sandwich,Snacks,2,? 85.00, ? 170.00 , ? 66.00 ,? 38.00,The Egg Mayo Sandwich was not what I expected.
O02060,23-08-2024,16:15,C0199,Arman Shaikh,R46,Onion Uttapam,Vegetarian,1,? 160.00, ? 160.00 , ? 112.00 ,? 48.00,A wholesome and delicious Onion Uttapam. The vegetables were so fresh!
O02061,23-08-2024,11:00,C0023,Shamsher Faruqi,R2,Mushroom Soup,Starter,4,? 200.00, ? 800.00 , ? 159.00 ,? 164.00,The Mushroom Soup was a bit too oily for my liking.
O02062,23-08-2024,12:15,C0249,Aasiya Mujawar,R111,Veg Thali,Meal Combo,4,? 360.00," ? 1,440.00 ", ? 263.00 ,? 388.00,A satisfying meal. The Veg Thali was a good choice.
O02063,23-08-2024,10:15,C0010,Kaif Azam,R68,Chicken Manchurian,Starter,2,? 280.00, ? 560.00 , ? 205.00 ,? 150.00,The Chicken Manchurian was a bit too oily for my liking.
O02064,23-08-2024,18:45,C0308,Ayeza Khan,R6,Grilled Salmon,Ocean Meal,5,? 500.00," ? 2,500.00 ", ? 357.00 ,? 715.00,The Grilled Salmon was excellent. Really enjoyed the meal.
O02065,23-08-2024,14:45,C0093,Aakib Raes,R169,Club Chicken Sandwich,Snacks,3,? 140.00, ? 420.00 , ? 101.00 ,? 117.00,A satisfying meal. The Club Chicken Sandwich was a good choice.
O02066,23-08-2024,17:15,C0213,Aakib Ali,R154,Egg Mayo Sandwich,Snacks,5,? 85.00, ? 425.00 , ? 66.00 ,? 95.00,Great food! The Egg Mayo Sandwich was delicious and well-prepared.
O02067,23-08-2024,12:45,C0196,Arman Taimoor,R59,Veg Pulao,Rice & Noodles,2,? 240.00, ? 480.00 , ? 190.00 ,? 100.00,The Veg Pulao was excellent. Really enjoyed the meal.
O02068,23-08-2024,17:15,C0302,Shamsher Ali,R23,Chicken Tikka,Starter,4,? 320.00," ? 1,280.00 ", ? 233.00 ,? 348.00,The Chicken Tikka was cold when it arrived at our table.
O02069,23-08-2024,15:00,C0108,Arman Azam,R168,Avocado Toast,Breakfast,5,? 150.00, ? 750.00 , ? 111.00 ,? 195.00,A satisfying meal. The Avocado Toast was a good choice.
O02070,23-08-2024,20:30,C0062,Ayeza Nadaf,R20,Veg Fried Rice,Rice & Noodles,3,? 200.00, ? 600.00 , ? 145.00 ,? 165.00,A satisfying meal. The Veg Fried Rice was a good choice.
O02071,24-08-2024,20:30,C0014,Arman Faruqi,R124,Chana Masala,Main Course,3,? 260.00, ? 780.00 , ? 185.00 ,? 225.00,A satisfying meal. The Chana Masala was a good choice.
O02072,24-08-2024,21:30,C0045,Arman Shaikh,R140,Paneer Frankie,Street Food,5,? 130.00, ? 650.00 , ? 95.00 ,? 175.00,It was an average Paneer Frankie.
O02073,24-08-2024,11:45,C0078,Arahan Shaikh,R62,Dal Makhani,Vegetarian,3,? 340.00," ? 1,020.00 ", ? 269.00 ,? 213.00,The Dal Makhani is a great choice for vegetarians. Hearty and full of flavor.
O02074,24-08-2024,12:00,C0264,Abdul Rahim Mujawar,R155,Tuna Melt Sandwich,Snacks,4,? 140.00, ? 560.00 , ? 100.00 ,? 160.00,The Tuna Melt Sandwich was excellent. Really enjoyed the meal.
O02075,24-08-2024,18:30,C0063,Aasiya Malik,R135,Paneer Kathi Roll,Street Food,3,? 140.00, ? 420.00 , ? 103.00 ,? 111.00,The Paneer Kathi Roll was excellent. Really enjoyed the meal.
O02076,24-08-2024,10:30,C0096,Imran Mujawar,R84,Chicken Clear Soup,Starter,5,? 160.00, ? 800.00 , ? 125.00 ,? 175.00,The Chicken Clear Soup was simply delicious and fresh. Highly recommended!
O02077,24-08-2024,12:45,C0053,Shahrukh Taimoor,R35,Rajma Chawal,Vegetarian,2,? 300.00, ? 600.00 , ? 238.00 ,? 124.00,The Rajma Chawal was as expected.
O02078,24-08-2024,18:30,C0061,Shamsher Raes,R139,Chicken Sub,Sandwiches,5,? 180.00, ? 900.00 , ? 137.00 ,? 215.00,The Chicken Sub met my expectations.
O02079,24-08-2024,13:45,C0195,Aasin Malik,R40,Mutton Biryani,Rice & Noodles,4,? 480.00," ? 1,920.00 ", ? 340.00 ,? 560.00,The Mutton Biryani was excellent. Really enjoyed the meal.
O02080,24-08-2024,12:00,C0217,Nikhat Mujawar,R1,Tomato Soup,Starter,2,? 180.00, ? 360.00 , ? 132.00 ,? 96.00,The Tomato Soup was simply delicious and fresh. Highly recommended!
O02081,25-08-2024,16:15,C0261,Kaif Shaikh,R110,Seekh Kebab,Starter,4,? 400.00," ? 1,600.00 ", ? 282.00 ,? 472.00,Wasn't very impressed with the Seekh Kebab. It lacked flavor.
O02082,25-08-2024,17:00,C0173,Aasifa Shaikh,R45,Medu Vada,Vegetarian,3,? 150.00, ? 450.00 , ? 112.00 ,? 114.00,A wholesome and delicious Medu Vada. The vegetables were so fresh!
