,Unnamed: 0,OrderID,OrderDate,OrderTime,CustomerID,CustomerName,DishID,DishName,Category,Quantity,Price,Revenue,CostPrice,Profit,Feedback
2217,2217,O02218,06-09-2024,10:15,C0243,Imran Sayyad,125,BBQ Chicken Pizza Sandwich,Snacks,1,? 160.00, ? 160.00 , ? 115.00 ,? 45.00,It was an average BBQ Chicken Pizza Sandwich.
2218,2218,O02219,06-09-2024,15:30,C0327,Abdul Rahim Mujawar,90,Pani Puri,Snack,5,? 100.00, ? 500.00 , ? 74.00 ,? 130.00,Great food! The Pani Puri was delicious and well-prepared.
2219,2219,O02220,06-09-2024,15:45,C0008,Dua Sayyad,106,Chicken Burger,Fast Food,5,? 160.00, ? 800.00 , ? 115.00 ,? 225.00,A satisfying meal. The Chicken Burger was a good choice.
2220,2220,O02221,06-09-2024,19:15,C0279,Arman Taimoor,96,Club Sandwich,Sandwiches,5,? 160.00, ? 800.00 , ? 119.00 ,? 205.00,The Club Sandwich was excellent. Really enjoyed the meal.
2221,2221,O02222,06-09-2024,11:30,C0069,Aasin Khan,85,Veg Thali,Meal Combo,1,? 360.00, ? 360.00 , ? 263.00 ,? 97.00,A satisfying meal. The Veg Thali was a good choice.
2222,2222,O02223,07-09-2024,17:30,C0317,Rihan Azam,68,Chicken Schezwan Noodles,Rice & Noodles,4,? 280.00," ? 1,120.00 ", ? 218.00 ,? 248.00,The Chicken Schezwan Noodles was not what I expected.
2223,2223,O02224,07-09-2024,20:15,C0070,Aasifa Azam,54,Egg Biryani,Rice & Noodles,1,? 340.00, ? 340.00 , ? 268.00 ,? 72.00,The Egg Biryani was not what I expected.
2224,2224,O02225,07-09-2024,22:45,C0090,Shahrukh Khan,96,Club Sandwich,Sandwiches,5,? 160.00, ? 800.00 , ? 119.00 ,? 205.00,A satisfying meal. The Club Sandwich was a good choice.
2225,2225,O02226,07-09-2024,15:15,C0034,Anis Raes,78,Fried Momos (Veg),Starter,3,? 200.00, ? 600.00 , ? 141.00 ,? 177.00,It was an average Fried Momos (Veg).
2226,2226,O02227,07-09-2024,19:00,C0173,Aasifa Shaikh,13,Gulab Jamun,Dessert,5,? 150.00, ? 750.00 , ? 117.00 ,? 165.00,The Gulab Jamun was not what I expected.
2227,2227,O02228,07-09-2024,10:30,C0009,Shamsher Khan,16,Ice Cream Sundae,Dessert,4,? 200.00, ? 800.00 , ? 143.00 ,? 228.00,A satisfying meal. The Ice Cream Sundae was a good choice.
2228,2228,O02229,07-09-2024,22:15,C0244,Arahan Raes,27,Pasta Arrabbiata,Continental,1,? 300.00, ? 300.00 , ? 215.00 ,? 85.00,A satisfying meal. The Pasta Arrabbiata was a good choice.
2229,2229,O02230,07-09-2024,13:30,C0172,Ayeza Shaikh,106,Chicken Burger,Fast Food,5,? 160.00, ? 800.00 , ? 115.00 ,? 225.00,The Chicken Burger was excellent. Really enjoyed the meal.
2230,2230,O02231,07-09-2024,19:00,C0118,Aman Azam,69,Hot & Sour Soup (Veg),Starter,4,? 160.00, ? 640.00 , ? 113.00 ,? 188.00,It was an average Hot & Sour Soup (Veg).
2231,2231,O02232,07-09-2024,13:15,C0283,Shahrukh Sayyad,80,Tandoori Momos,Starter,3,? 260.00, ? 780.00 , ? 185.00 ,? 225.00,The Tandoori Momos was a bit too oily for my liking.
2232,2232,O02233,07-09-2024,11:45,C0291,Aman Faruqi,12,Veggie Burger,Burger,5,? 250.00," ? 1,250.00 ", ? 199.00 ,? 255.00,The Veggie Burger was fine.
2233,2233,O02234,07-09-2024,10:30,C0092,Sultan Shaikh,10,Pepperoni Pizza,Pizza,5,? 368.00," ? 1,840.00 ", ? 283.00 ,? 425.00,Great food! The Pepperoni Pizza was delicious and well-prepared.
2234,2234,O02235,08-09-2024,20:15,C0041,Aakib Shaikh,4,Chicken Biryani,Rice Meal,1,? 440.00, ? 440.00 , ? 334.00 ,? 106.00,A satisfying meal. The Chicken Biryani was a good choice.
2235,2235,O02236,08-09-2024,19:00,C0034,Anis Raes,89,Misal Pav,Snack,3,? 160.00, ? 480.00 , ? 126.00 ,? 102.00,I was not a fan of the Misal Pav.
2236,2236,O02237,08-09-2024,13:00,C0016,Dua Khan,1,Tomato Soup,Starter,2,? 180.00, ? 360.00 , ? 132.00 ,? 96.00,The Tomato Soup was cold when it arrived at our table.
2237,2237,O02238,08-09-2024,19:45,C0102,Aasifa Taimoor,118,Tuna Melt Sandwich,Snacks,1,? 140.00, ? 140.00 , ? 100.00 ,? 40.00,The Tuna Melt Sandwich was excellent. Really enjoyed the meal.
2238,2238,O02239,08-09-2024,13:30,C0187,Aasin Nadaf,28,Caesar Salad,Salad,5,? 280.00," ? 1,400.00 ", ? 210.00 ,? 350.00,A satisfying meal. The Caesar Salad was a good choice.
2239,2239,O02240,08-09-2024,16:30,C0029,Rihan Sayyad,17,French Fries,Starter,3,? 120.00, ? 360.00 , ? 87.00 ,? 99.00,The French Fries was a fantastic start to our meal! Perfectly crispy.
2240,2240,O02241,08-09-2024,16:00,C0010,Kaif Azam,91,Chana Masala,Main Course,3,? 260.00, ? 780.00 , ? 185.00 ,? 225.00,A satisfying meal. The Chana Masala was a good choice.
2241,2241,O02242,08-09-2024,21:15,C0064,Isharat Nadaf,36,Pav Bhaji,Vegetarian,3,? 220.00, ? 660.00 , ? 171.00 ,? 147.00,The Pav Bhaji is a great choice for vegetarians. Hearty and full of flavor.
2242,2242,O02243,08-09-2024,16:30,C0294,Isharat Sayyad,127,Mutton Seekh Kebab Roll,Snacks,5,? 170.00, ? 850.00 , ? 132.00 ,? 190.00,Great food! The Mutton Seekh Kebab Roll was delicious and well-prepared.
2243,2243,O02244,08-09-2024,20:45,C0119,Shahrukh Azam,119,Veg Paneer Wrap,Snacks,5,? 95.00, ? 475.00 , ? 74.00 ,? 105.00,The Veg Paneer Wrap met my expectations.
2244,2244,O02245,08-09-2024,14:00,C0030,Sher Mujawar,29,Greek Salad,Salad,5,? 260.00," ? 1,300.00 ", ? 197.00 ,? 315.00,The Greek Salad was not what I expected.
2245,2245,O02246,08-09-2024,11:30,C0097,Isharat Taimoor,67,Veg Schezwan Noodles,Rice & Noodles,1,? 240.00, ? 240.00 , ? 171.00 ,? 69.00,The Veg Schezwan Noodles was not what I expected.
2246,2246,O02247,08-09-2024,17:30,C0181,Aman Khan,112,Paneer Parantha,Breads,4,? 90.00, ? 360.00 , ? 64.00 ,? 104.00,Great food! The Paneer Parantha was delicious and well-prepared.
2247,2247,O02248,08-09-2024,11:00,C0314,Arman Faruqi,51,Tandoori Chicken,Non-Veg Main,3,? 460.00," ? 1,380.00 ", ? 366.00 ,? 282.00,The Tandoori Chicken was the highlight of our meal. Absolutely delicious!
2248,2248,O02249,09-09-2024,17:15,C0172,Ayeza Shaikh,88,Vada Pav,Snack,5,? 120.00, ? 600.00 , ? 91.00 ,? 145.00,The Vada Pav was excellent. Really enjoyed the meal.
2249,2249,O02250,09-09-2024,10:30,C0300,Dua Azam,18,Veg Hakka Noodles,Rice & Noodles,2,? 220.00, ? 440.00 , ? 165.00 ,? 110.00,The Veg Hakka Noodles was fine.
2250,2250,O02251,09-09-2024,22:00,C0329,Wahaj Sayyad,108,Chicken Shawarma,Street Food,5,? 170.00, ? 850.00 , ? 131.00 ,? 195.00,I was not a fan of the Chicken Shawarma.
2251,2251,O02252,09-09-2024,15:00,C0136,Anis Taimoor,103,Paneer Frankie,Street Food,1,? 130.00, ? 130.00 , ? 95.00 ,? 35.00,I was not a fan of the Paneer Frankie.
2252,2252,O02253,09-09-2024,14:30,C0045,Arman Shaikh,106,Chicken Burger,Fast Food,3,? 160.00, ? 480.00 , ? 115.00 ,? 135.00,A satisfying meal. The Chicken Burger was a good choice.
2253,2253,O02254,09-09-2024,17:30,C0112,Shahrukh Sayyad,130,Veggie Delight Sub,Snacks,5,? 120.00, ? 600.00 , ? 90.00 ,? 150.00,The Veggie Delight Sub was excellent. Really enjoyed the meal.
2254,2254,O02255,09-09-2024,14:30,C0134,Isharat Nadaf,83,Malai Kofta,Main Course,3,? 340.00," ? 1,020.00 ", ? 249.00 ,? 273.00,The Malai Kofta was excellent. Really enjoyed the meal.
2255,2255,O02256,09-09-2024,21:15,C0168,Isharat Shikalkar,115,Chicken Kathi Roll,Snacks,3,? 120.00, ? 360.00 , ? 91.00 ,? 87.00,I was not a fan of the Chicken Kathi Roll.
2256,2256,O02257,09-09-2024,17:00,C0327,Abdul Rahim Mujawar,129,Smoked Chicken Sub,Snacks,3,? 160.00, ? 480.00 , ? 112.00 ,? 144.00,It was an average Smoked Chicken Sub.
2257,2257,O02258,09-09-2024,17:15,C0096,Imran Mujawar,38,Mutton Biryani,Rice & Noodles,3,? 480.00," ? 1,440.00 ", ? 340.00 ,? 420.00,The Mutton Biryani was excellent. Really enjoyed the meal.
2258,2258,O02259,09-09-2024,21:30,C0242,Arahan Mujawar,45,Egg Curry,Non-Veg Main,4,? 280.00," ? 1,120.00 ", ? 203.00 ,? 308.00,A truly authentic and flavorful Egg Curry. It was very satisfying.
2259,2259,O02260,10-09-2024,15:30,C0206,Aariz Faruqi,30,Shahi Paneer,Vegetarian,3,? 400.00," ? 1,200.00 ", ? 281.00 ,? 357.00,Loved the Shahi Paneer! It was a delightful and well-prepared vegetarian meal.
2260,2260,O02261,10-09-2024,18:45,C0285,Ayeza Raes,104,Chicken Frankie,Street Food,1,? 150.00, ? 150.00 , ? 112.00 ,? 38.00,The Chicken Frankie was not what I expected.
2261,2261,O02262,10-09-2024,12:15,C0041,Aakib Shaikh,45,Egg Curry,Non-Veg Main,1,? 280.00, ? 280.00 , ? 203.00 ,? 77.00,The Egg Curry was cooked to perfection. The spices were spot on!
2262,2262,O02263,10-09-2024,22:45,C0259,Nikhat Malik,74,Chicken Clear Soup,Starter,1,? 160.00, ? 160.00 , ? 125.00 ,? 35.00,The Chicken Clear Soup was simply delicious and fresh. Highly recommended!
2263,2263,O02264,10-09-2024,22:00,C0025,Aasifa Khan,86,Non-Veg Thali,Meal Combo,3,? 440.00," ? 1,320.00 ", ? 322.00 ,? 354.00,A satisfying meal. The Non-Veg Thali was a good choice.
2264,2264,O02265,10-09-2024,18:45,C0220,Rihan Mujawar,103,Paneer Frankie,Street Food,2,? 130.00, ? 260.00 , ? 95.00 ,? 70.00,The Paneer Frankie was fine.
2265,2265,O02266,10-09-2024,10:45,C0124,Arahan Shaikh,14,Rasgulla,Dessert,4,? 140.00, ? 560.00 , ? 100.00 ,? 160.00,A satisfying meal. The Rasgulla was a good choice.
2266,2266,O02267,10-09-2024,12:15,C0305,Aasin Faruqi,47,Bhindi Masala,Vegetarian,4,? 240.00, ? 960.00 , ? 175.00 ,? 260.00,Loved the Bhindi Masala! It was a delightful and well-prepared vegetarian meal.
2267,2267,O02268,10-09-2024,12:45,C0007,Aman Taimoor,78,Fried Momos (Veg),Starter,3,? 200.00, ? 600.00 , ? 141.00 ,? 177.00,The Fried Momos (Veg) was a fantastic start to our meal! Perfectly crispy.
2268,2268,O02269,10-09-2024,22:15,C0231,Danish Momin,84,Seekh Kebab,Starter,1,? 400.00, ? 400.00 , ? 282.00 ,? 118.00,The Seekh Kebab was simply delicious and fresh. Highly recommended!
2269,2269,O02270,10-09-2024,15:15,C0105,Aakib Nadaf,37,Biryani Veg,Rice & Noodles,3,? 320.00, ? 960.00 , ? 233.00 ,? 261.00,The Biryani Veg was fine.
2270,2270,O02271,10-09-2024,17:15,C0160,Shahrukh Malik,74,Chicken Clear Soup,Starter,5,? 160.00, ? 800.00 , ? 125.00 ,? 175.00,Absolutely loved the Chicken Clear Soup! It was the perfect appetizer to get us started.
2271,2271,O02272,10-09-2024,16:30,C0158,Moh Saad Malik,89,Misal Pav,Snack,4,? 160.00, ? 640.00 , ? 126.00 ,? 136.00,The Misal Pav was excellent. Really enjoyed the meal.
2272,2272,O02273,11-09-2024,15:45,C0130,Aakib Shikalkar,69,Hot & Sour Soup (Veg),Starter,4,? 160.00, ? 640.00 , ? 113.00 ,? 188.00,The Hot & Sour Soup (Veg) was a fantastic start to our meal! Perfectly crispy.
2273,2273,O02274,11-09-2024,17:00,C0105,Aakib Nadaf,4,Chicken Biryani,Rice Meal,5,? 440.00," ? 2,200.00 ", ? 334.00 ,? 530.00,I was not a fan of the Chicken Biryani.
2274,2274,O02275,11-09-2024,21:00,C0026,Imran Shikalkar,61,Veg Spring Rolls,Starter,3,? 220.00, ? 660.00 , ? 162.00 ,? 174.00,The Veg Spring Rolls was cold when it arrived at our table.
2275,2275,O02276,11-09-2024,20:00,C0219,Isharat Nadaf,49,Aloo Gobi,Vegetarian,4,? 220.00, ? 880.00 , ? 166.00 ,? 216.00,The vegetables in the Aloo Gobi seemed overcooked.
2276,2276,O02277,11-09-2024,17:45,C0202,Moh Saad Shikalkar,37,Biryani Veg,Rice & Noodles,5,? 320.00," ? 1,600.00 ", ? 233.00 ,? 435.00,The Biryani Veg could have been better.
2277,2277,O02278,11-09-2024,11:30,C0281,Abdul Rahim Faruqi,128,Paneer Tandoori Wrap,Snacks,2,? 120.00, ? 240.00 , ? 94.00 ,? 52.00,The Paneer Tandoori Wrap was excellent. Really enjoyed the meal.
2278,2278,O02279,11-09-2024,11:15,C0088,Abdul Rahim Nadaf,108,Chicken Shawarma,Street Food,3,? 170.00, ? 510.00 , ? 131.00 ,? 117.00,The Chicken Shawarma could have been better.
2279,2279,O02280,11-09-2024,16:00,C0310,Ayeza Faruqi,73,Veg Clear Soup,Starter,2,? 120.00, ? 240.00 , ? 84.00 ,? 72.00,Absolutely loved the Veg Clear Soup! It was the perfect appetizer to get us started.
2280,2280,O02281,12-09-2024,21:00,C0147,Danish Khan,97,Grilled Cheese Sandwich,Sandwiches,3,? 120.00, ? 360.00 , ? 90.00 ,? 90.00,It was an average Grilled Cheese Sandwich.
2281,2281,O02282,12-09-2024,16:45,C0106,Aasin Mujawar,28,Caesar Salad,Salad,4,? 280.00," ? 1,120.00 ", ? 210.00 ,? 280.00,Great food! The Caesar Salad was delicious and well-prepared.
2282,2282,O02283,12-09-2024,17:30,C0235,Abdul Rahim Malik,80,Tandoori Momos,Starter,3,? 260.00, ? 780.00 , ? 185.00 ,? 225.00,Wasn't very impressed with the Tandoori Momos. It lacked flavor.
2283,2283,O02284,12-09-2024,22:45,C0229,Aasin Khan,77,Paneer Momos,Starter,4,? 200.00, ? 800.00 , ? 155.00 ,? 180.00,The Paneer Momos was simply delicious and fresh. Highly recommended!
2284,2284,O02285,12-09-2024,20:30,C0037,Wahaj Malik,63,Chili Paneer,Starter,3,? 280.00, ? 840.00 , ? 219.00 ,? 183.00,The Chili Paneer was a bit too oily for my liking.
2285,2285,O02286,12-09-2024,20:00,C0256,Arman Faruqi,23,Chicken Tikka,Starter,4,? 320.00," ? 1,280.00 ", ? 233.00 ,? 348.00,The Chicken Tikka was simply delicious and fresh. Highly recommended!
2286,2286,O02287,12-09-2024,11:00,C0321,Aasifa Khan,124,Grilled Veg Panini,Snacks,5,? 140.00, ? 700.00 , ? 99.00 ,? 205.00,A satisfying meal. The Grilled Veg Panini was a good choice.
2287,2287,O02288,12-09-2024,14:00,C0186,Aariz Khan,6,Grilled Salmon,Ocean Meal,2,? 500.00," ? 1,000.00 ", ? 357.00 ,? 286.00,A satisfying meal. The Grilled Salmon was a good choice.
2288,2288,O02289,12-09-2024,18:00,C0119,Shahrukh Azam,85,Veg Thali,Meal Combo,4,? 360.00," ? 1,440.00 ", ? 263.00 ,? 388.00,Great food! The Veg Thali was delicious and well-prepared.
2289,2289,O02290,12-09-2024,20:15,C0008,Dua Sayyad,127,Mutton Seekh Kebab Roll,Snacks,1,? 170.00, ? 170.00 , ? 132.00 ,? 38.00,A satisfying meal. The Mutton Seekh Kebab Roll was a good choice.
2290,2290,O02291,12-09-2024,15:45,C0001,Moh Saad Azam,61,Veg Spring Rolls,Starter,5,? 220.00," ? 1,100.00 ", ? 162.00 ,? 290.00,The Veg Spring Rolls was a bit too oily for my liking.
2291,2291,O02292,12-09-2024,11:45,C0209,Aasiya Malik,115,Chicken Kathi Roll,Street Food,3,? 160.00, ? 480.00 , ? 112.00 ,? 144.00,The Chicken Kathi Roll was not what I expected.
2292,2292,O02293,13-09-2024,13:30,C0072,Kaif Taimoor,27,Pasta Arrabbiata,Continental,5,? 300.00," ? 1,500.00 ", ? 215.00 ,? 425.00,Great food! The Pasta Arrabbiata was delicious and well-prepared.
2293,2293,O02294,13-09-2024,17:30,C0320,Sultan Momin,82,Fish Curry (Goan),Main Course,1,? 380.00, ? 380.00 , ? 289.00 ,? 91.00,The Fish Curry (Goan) was not what I expected.
2294,2294,O02295,13-09-2024,17:30,C0115,Aasifa Nadaf,131,Avocado Toast,Breakfast,1,? 150.00, ? 150.00 , ? 111.00 ,? 39.00,The Avocado Toast was not what I expected.
2295,2295,O02296,13-09-2024,21:45,C0220,Rihan Mujawar,120,Peri Peri Chicken Wings,Snacks,5,? 180.00, ? 900.00 , ? 135.00 ,? 225.00,The Peri Peri Chicken Wings was not what I expected.
2296,2296,O02297,13-09-2024,17:45,C0124,Arahan Shaikh,111,Egg Sandwich,Sandwiches,2,? 110.00, ? 220.00 , ? 80.00 ,? 60.00,The Egg Sandwich could have been better.
2297,2297,O02298,14-09-2024,13:45,C0295,Sultan Taimoor,110,Paneer Sandwich,Sandwiches,5,? 120.00, ? 600.00 , ? 84.00 ,? 180.00,A satisfying meal. The Paneer Sandwich was a good choice.
2298,2298,O02299,14-09-2024,15:15,C0140,Imran Taimoor,91,Chana Masala,Main Course,4,? 260.00," ? 1,040.00 ", ? 185.00 ,? 300.00,The Chana Masala was excellent. Really enjoyed the meal.
2299,2299,O02300,14-09-2024,10:45,C0069,Aasin Khan,114,Veg Frankie Roll,Snacks,1,? 80.00, ? 80.00 , ? 62.00 ,? 18.00,The Veg Frankie Roll was not what I expected.
2300,2300,O02301,14-09-2024,11:15,C0325,Aakib Momin,105,Paneer Burger,Fast Food,1,? 140.00, ? 140.00 , ? 110.00 ,? 30.00,Great food! The Paneer Burger was delicious and well-prepared.
2301,2301,O02302,14-09-2024,12:30,C0017,Wahaj Taimoor,80,Tandoori Momos,Starter,4,? 260.00," ? 1,040.00 ", ? 185.00 ,? 300.00,The Tandoori Momos was simply delicious and fresh. Highly recommended!
2302,2302,O02303,14-09-2024,14:45,C0009,Shamsher Khan,71,Sweet Corn Soup (Veg),Starter,2,? 140.00, ? 280.00 , ? 108.00 ,? 64.00,Wasn't very impressed with the Sweet Corn Soup (Veg). It lacked flavor.
2303,2303,O02304,14-09-2024,15:15,C0249,Aasiya Mujawar,56,Dal Makhani,Vegetarian,2,? 340.00, ? 680.00 , ? 269.00 ,? 142.00,A wholesome and delicious Dal Makhani. The vegetables were so fresh!
2304,2304,O02305,14-09-2024,12:30,C0141,Arahan Ali,115,Chicken Kathi Roll,Street Food,3,? 160.00, ? 480.00 , ? 112.00 ,? 144.00,The Chicken Kathi Roll was excellent. Really enjoyed the meal.
2305,2305,O02306,15-09-2024,21:30,C0173,Aasifa Shaikh,113,Aloo Parantha,Breads,2,? 80.00, ? 160.00 , ? 63.00 ,? 34.00,Great food! The Aloo Parantha was delicious and well-prepared.
2306,2306,O02307,15-09-2024,15:15,C0071,Arman Azam,46,Kadai Paneer,Vegetarian,4,? 360.00," ? 1,440.00 ", ? 275.00 ,? 340.00,A wholesome and delicious Kadai Paneer. The vegetables were so fresh!
2307,2307,O02308,15-09-2024,12:30,C0076,Dua Shikalkar,121,Cheese Garlic Bread,Breads,5,? 110.00, ? 550.00 , ? 85.00 ,? 125.00,The Cheese Garlic Bread was not what I expected.
2308,2308,O02309,15-09-2024,15:00,C0016,Dua Khan,1,Tomato Soup,Starter,1,? 180.00, ? 180.00 , ? 132.00 ,? 48.00,The Tomato Soup was simply delicious and fresh. Highly recommended!
2309,2309,O02310,15-09-2024,22:00,C0021,Moh Saad Shaikh,26,Pasta Alfredo,Continental,3,? 320.00, ? 960.00 , ? 249.00 ,? 213.00,Great food! The Pasta Alfredo was delicious and well-prepared.
2310,2310,O02311,15-09-2024,19:30,C0123,Abdul Rahim Faruqi,116,Paneer Bhurji Sandwich,Snacks,3,? 75.00, ? 225.00 , ? 59.00 ,? 48.00,Great food! The Paneer Bhurji Sandwich was delicious and well-prepared.
2311,2311,O02312,15-09-2024,11:15,C0280,Dua Faruqi,84,Seekh Kebab,Starter,3,? 400.00," ? 1,200.00 ", ? 282.00 ,? 354.00,The Seekh Kebab was a bit too oily for my liking.
2312,2312,O02313,15-09-2024,14:30,C0074,Moh Saad Malik,114,Veg Frankie Roll,Snacks,2,? 80.00, ? 160.00 , ? 62.00 ,? 36.00,The Veg Frankie Roll was excellent. Really enjoyed the meal.
2313,2313,O02314,15-09-2024,19:30,C0064,Isharat Nadaf,127,Mutton Seekh Kebab Roll,Snacks,1,? 170.00, ? 170.00 , ? 132.00 ,? 38.00,The Mutton Seekh Kebab Roll was fine.
2314,2314,O02315,15-09-2024,13:45,C0205,Rihan Taimoor,80,Tandoori Momos,Starter,1,? 260.00, ? 260.00 , ? 185.00 ,? 75.00,It was an average Tandoori Momos.
2315,2315,O02316,15-09-2024,15:45,C0323,Wahaj Ali,131,Avocado Toast,Breakfast,1,? 150.00, ? 150.00 , ? 111.00 ,? 39.00,The Avocado Toast was fine.
2316,2316,O02317,15-09-2024,15:00,C0219,Isharat Nadaf,4,Chicken Biryani,Rice Meal,5,? 440.00," ? 2,200.00 ", ? 334.00 ,? 530.00,A satisfying meal. The Chicken Biryani was a good choice.
2317,2317,O02318,16-09-2024,13:00,C0162,Shamsher Mujawar,28,Caesar Salad,Salad,2,? 280.00, ? 560.00 , ? 210.00 ,? 140.00,The Caesar Salad met my expectations.
2318,2318,O02319,16-09-2024,13:45,C0073,Moh Saad Taimoor,44,Hyderabadi Haleem,Non-Veg Main,2,? 500.00," ? 1,000.00 ", ? 395.00 ,? 210.00,Felt that the Hyderabadi Haleem was overpriced for its quality.
2319,2319,O02320,16-09-2024,18:45,C0317,Rihan Azam,119,Veg Paneer Wrap,Snacks,5,? 95.00, ? 475.00 , ? 74.00 ,? 105.00,It was an average Veg Paneer Wrap.
2320,2320,O02321,16-09-2024,20:15,C0070,Aasifa Azam,127,Mutton Seekh Kebab Roll,Snacks,1,? 170.00, ? 170.00 , ? 132.00 ,? 38.00,A satisfying meal. The Mutton Seekh Kebab Roll was a good choice.
2321,2321,O02322,16-09-2024,10:30,C0088,Abdul Rahim Nadaf,19,Chicken Hakka Noodles,Rice & Noodles,5,? 260.00," ? 1,300.00 ", ? 193.00 ,? 335.00,A satisfying meal. The Chicken Hakka Noodles was a good choice.
2322,2322,O02323,16-09-2024,13:30,C0210,Sultan Nadaf,11,Margherita Pizza,Pizza,2,? 330.00, ? 660.00 , ? 231.00 ,? 198.00,I was not a fan of the Margherita Pizza.
2323,2323,O02324,16-09-2024,13:30,C0004,Ayeza Ali,89,Misal Pav,Snack,2,? 160.00, ? 320.00 , ? 126.00 ,? 68.00,Great food! The Misal Pav was delicious and well-prepared.
2324,2324,O02325,16-09-2024,12:15,C0263,Sher Raes,127,Mutton Seekh Kebab Roll,Snacks,2,? 170.00, ? 340.00 , ? 132.00 ,? 76.00,The Mutton Seekh Kebab Roll was excellent. Really enjoyed the meal.
2325,2325,O02326,16-09-2024,14:00,C0102,Aasifa Taimoor,108,Chicken Shawarma,Street Food,1,? 170.00, ? 170.00 , ? 131.00 ,? 39.00,A satisfying meal. The Chicken Shawarma was a good choice.
2326,2326,O02327,17-09-2024,16:15,C0020,Rihan Shikalkar,80,Tandoori Momos,Starter,2,? 260.00, ? 520.00 , ? 185.00 ,? 150.00,It was an average Tandoori Momos.
2327,2327,O02328,17-09-2024,22:15,C0169,Anis Taimoor,41,Vada Sambar,Vegetarian,1,? 170.00, ? 170.00 , ? 121.00 ,? 49.00,A wholesome and delicious Vada Sambar. The vegetables were so fresh!
2328,2328,O02329,17-09-2024,12:00,C0005,Aasin Azam,115,Chicken Kathi Roll,Street Food,5,? 160.00, ? 800.00 , ? 112.00 ,? 240.00,The Chicken Kathi Roll was fine.
2329,2329,O02330,17-09-2024,10:00,C0149,Aariz Nadaf,10,Pepperoni Pizza,Pizza,3,? 368.00," ? 1,104.00 ", ? 283.00 ,? 255.00,I was not a fan of the Pepperoni Pizza.
2330,2330,O02331,17-09-2024,19:15,C0225,Arman Faruqi,55,Vegetable Korma,Vegetarian,3,? 320.00, ? 960.00 , ? 243.00 ,? 231.00,The Vegetable Korma was as expected.
2331,2331,O02332,17-09-2024,12:45,C0274,Moh Saad Sayyad,51,Tandoori Chicken,Non-Veg Main,2,? 460.00, ? 920.00 , ? 366.00 ,? 188.00,The Tandoori Chicken was alright. It was cooked well but the flavor was average.
2332,2332,O02333,17-09-2024,15:00,C0181,Aman Khan,20,Veg Fried Rice,Rice & Noodles,4,? 200.00, ? 800.00 , ? 145.00 ,? 220.00,Great food! The Veg Fried Rice was delicious and well-prepared.
2333,2333,O02334,17-09-2024,14:30,C0315,Imran Shaikh,130,Veggie Delight Sub,Snacks,2,? 120.00, ? 240.00 , ? 90.00 ,? 60.00,I was not a fan of the Veggie Delight Sub.
2334,2334,O02335,17-09-2024,11:45,C0185,Nikhat Shikalkar,69,Hot & Sour Soup (Veg),Starter,5,? 160.00, ? 800.00 , ? 113.00 ,? 235.00,Absolutely loved the Hot & Sour Soup (Veg)! It was the perfect appetizer to get us started.
2335,2335,O02336,17-09-2024,12:00,C0226,Aman Taimoor,7,Butter Chicken,Meat Special,3,? 495.00," ? 1,485.00 ", ? 349.00 ,? 438.00,I was not a fan of the Butter Chicken.
2336,2336,O02337,17-09-2024,21:00,C0114,Imran Faruqi,89,Misal Pav,Snack,2,? 160.00, ? 320.00 , ? 126.00 ,? 68.00,The Misal Pav was not what I expected.
2337,2337,O02338,17-09-2024,22:45,C0134,Isharat Nadaf,90,Pani Puri,Snack,4,? 100.00, ? 400.00 , ? 74.00 ,? 104.00,Great food! The Pani Puri was delicious and well-prepared.
2338,2338,O02339,17-09-2024,10:00,C0207,Imran Khan,123,Chicken Caesar Wrap,Snacks,4,? 150.00, ? 600.00 , ? 109.00 ,? 164.00,Great food! The Chicken Caesar Wrap was delicious and well-prepared.
2339,2339,O02340,17-09-2024,15:30,C0144,Aasifa Mujawar,26,Pasta Alfredo,Continental,5,? 320.00," ? 1,600.00 ", ? 249.00 ,? 355.00,The Pasta Alfredo was fine.
2340,2340,O02341,17-09-2024,14:00,C0071,Arman Azam,118,Tuna Melt Sandwich,Snacks,4,? 140.00, ? 560.00 , ? 100.00 ,? 160.00,The Tuna Melt Sandwich was excellent. Really enjoyed the meal.
2341,2341,O02342,17-09-2024,22:15,C0240,Sultan Ali,34,Rajma Chawal,Vegetarian,1,? 300.00, ? 300.00 , ? 238.00 ,? 62.00,The Rajma Chawal was as expected.
2342,2342,O02343,17-09-2024,11:00,C0101,Aariz Malik,132,Club Chicken Sandwich,Snacks,1,? 140.00, ? 140.00 , ? 101.00 ,? 39.00,The Club Chicken Sandwich met my expectations.
2343,2343,O02344,18-09-2024,19:30,C0196,Arman Taimoor,9,Palak Paneer,Vegetarian,2,? 360.00, ? 720.00 , ? 273.00 ,? 174.00,Loved the Palak Paneer! It was a delightful and well-prepared vegetarian meal.
2344,2344,O02345,18-09-2024,22:30,C0327,Abdul Rahim Mujawar,84,Seekh Kebab,Starter,5,? 400.00," ? 2,000.00 ", ? 282.00 ,? 590.00,Absolutely loved the Seekh Kebab! It was the perfect appetizer to get us started.
2345,2345,O02346,18-09-2024,18:15,C0013,Aariz Raes,84,Seekh Kebab,Starter,5,? 400.00," ? 2,000.00 ", ? 282.00 ,? 590.00,The Seekh Kebab was okay. It was a standard appetizer.
